"","Gene1","Gene2","Correlation"
"173863","AIF1","H2AFY",0.753292623781461
"173872","FAM212A","H2AFY",0.593879173534256
"173876","CTSS","H2AFY",0.726851324769642
"173895","DAB2","H2AFY",0.591891700402913
"173921","CD37","H2AFY",0.681961566498258
"173928","FCGR3A","H2AFY",1
"173941","ERV3-1","H2AFY",0.632003561469087
"173942","FAM212B","H2AFY",0.811935190653448
"173964","CEBPB","H2AFY",1
"173985","BBC3","H2AFY",1
"173993","AATK","H2AFY",0.739697534506257
"174007","CTSC","H2AFY",1
"174008","CORO1C","H2AFY",0.63403120522948
"174009","EGLN3","H2AFY",0.63403120522948
"174011","GP6","H2AFY",0.63403120522948
"174012","EIF3H","H2AFY",0.64307552798906
"174013","BLOC1S1","H2AFY",0.64307552798906
"174014","ERH","H2AFY",0.64307552798906
"174015","FCGRT","H2AFY",1
"174016","GNAZ","H2AFY",1
"174028","EIF5","H2AFY",1
"174065","FGR","H2AFY",1
"174067","CHIC2","H2AFY",1
"174070","FGL2","H2AFY",1
"174072","FRMD3","H2AFY",1
"174073","ADA","H2AFY",1
"174075","ATP6V0B","H2AFY",1
"174076","CYTIP","H2AFY",1
"174084","AFAP1L2","H2AFY",1
"174087","DNAJC15","H2AFY",1
"174089","CD79B","H2AFY",1
"174092","EFHD2","H2AFY",1
"174094","CKS1B","H2AFY",1
"174097","EIF4E2","H2AFY",1
"174101","ANXA5","H2AFY",1
"174103","ABRACL","H2AFY",1
"174105","GNB2","H2AFY",1
"174106","GIMAP7","H2AFY",1
"174108","CFP","H2AFY",1
"174113","DNAJA1","H2AFY",1
"174117","FCN1","H2AFY",1
"174118","GDI2","H2AFY",1
"174123","FKBP2","H2AFY",1
"174130","EPSTI1","H2AFY",1
"174131","GMPR2","H2AFY",1
"174132","CGRRF1","H2AFY",1
"174134","EMC7","H2AFY",1
"174139","DNAJC7","H2AFY",1
"174140","ABI3","H2AFY",1
"174141","ERGIC3","H2AFY",1
"174144","C5AR1","H2AFY",1
"174148","ATXN10","H2AFY",1
"174386","AATK","ABRACL",0.739697534506257
"174533","ABI3","ABRACL",1
"174571","S100A4","STK17A",0.67097521271532
"174586","FCER1G","STK17A",0.706120416261761
"174607","PRUNE","STK17A",0.77221252377665
"174616","LGALS1","STK17A",0.608895541477527
"174617","FAM110A","STK17A",0.607096941610753
"174623","NFE2","STK17A",0.651251068477955
"174625","IFITM2","STK17A",0.578684208860569
"174630","CFD","STK17A",1
"174649","AIF1","STK17A",0.753292623781461
"174658","FAM212A","STK17A",0.593879173534256
"174662","CTSS","STK17A",0.726851324769642
"174669","SMOX","STK17A",0.614348746592594
"174673","HLA-DRB1","STK17A",0.602283823122406
"174681","DAB2","STK17A",0.591891700402913
"174696","LST1","STK17A",1
"174707","CD37","STK17A",0.681961566498258
"174713","S100A11","STK17A",1
"174714","FCGR3A","STK17A",1
"174724","MAPK14","STK17A",1
"174727","ERV3-1","STK17A",0.632003561469087
"174728","FAM212B","STK17A",0.811935190653448
"174748","SERPINA1","STK17A",0.788494317581187
"174750","CEBPB","STK17A",1
"174771","BBC3","STK17A",1
"174778","NDNL2","STK17A",0.739697534506257
"174779","AATK","STK17A",0.739697534506257
"174781","SPI1","STK17A",1
"174792","HLA-DPA1","STK17A",1
"174793","CTSC","STK17A",1
"174794","CORO1C","STK17A",0.63403120522948
"174795","EGLN3","STK17A",0.63403120522948
"174796","PPM1N","STK17A",0.63403120522948
"174797","GP6","STK17A",0.63403120522948
"174798","EIF3H","STK17A",0.64307552798906
"174799","BLOC1S1","STK17A",0.64307552798906
"174800","ERH","STK17A",0.64307552798906
"174801","FCGRT","STK17A",1
"174802","GNAZ","STK17A",1
"174814","EIF5","STK17A",1
"174851","FGR","STK17A",1
"174853","CHIC2","STK17A",1
"174856","FGL2","STK17A",1
"174858","FRMD3","STK17A",1
"174859","ADA","STK17A",1
"174860","POU2F2","STK17A",1
"174861","ATP6V0B","STK17A",1
"174862","CYTIP","STK17A",1
"174863","HLA-DRB5","STK17A",1
"174865","HBP1","STK17A",1
"174866","ITM2A","STK17A",1
"174867","SLC31A2","STK17A",1
"174868","KLF6","STK17A",1
"174869","KIF5B","STK17A",1
"174870","AFAP1L2","STK17A",1
"174871","RHOG","STK17A",1
"174872","MS4A7","STK17A",1
"174873","DNAJC15","STK17A",1
"174875","CD79B","STK17A",1
"174876","RBM39","STK17A",1
"174877","RP11-290F20.3","STK17A",1
"174878","EFHD2","STK17A",1
"174879","PTAFR","STK17A",1
"174880","CKS1B","STK17A",1
"174881","RNF187","STK17A",1
"174883","EIF4E2","STK17A",1
"174884","KLHL6","STK17A",1
"174885","PARL","STK17A",1
"174886","NAAA","STK17A",1
"174887","ANXA5","STK17A",1
"174888","H2AFY","STK17A",1
"174889","ABRACL","STK17A",1
"174891","GNB2","STK17A",1
"174892","GIMAP7","STK17A",1
"174893","MID1IP1","STK17A",1
"174894","CFP","STK17A",1
"174895","RBM3","STK17A",1
"174896","NONO","STK17A",1
"174897","LYPLA1","STK17A",1
"174898","NDUFB6","STK17A",1
"174899","DNAJA1","STK17A",1
"174900","PPP6C","STK17A",1
"174902","RXRA","STK17A",1
"174903","FCN1","STK17A",1
"174904","GDI2","STK17A",1
"174905","PRPF18","STK17A",1
"174906","IFITM3","STK17A",1
"174909","FKBP2","STK17A",1
"174910","PICALM","STK17A",1
"174911","SMCO4","STK17A",1
"174914","KCTD10","STK17A",1
"174915","HCAR3","STK17A",1
"174916","EPSTI1","STK17A",1
"174917","GMPR2","STK17A",1
"174918","CGRRF1","STK17A",1
"174919","SIVA1","STK17A",1
"174920","EMC7","STK17A",1
"174921","MRPL28","STK17A",1
"174922","RPUSD1","STK17A",1
"174923","PYCARD","STK17A",1
"174924","SAT2","STK17A",1
"174925","DNAJC7","STK17A",1
"174926","ABI3","STK17A",1
"174927","ERGIC3","STK17A",1
"174928","MAFB","STK17A",1
"174929","S1PR4","STK17A",1
"174930","C5AR1","STK17A",1
"174931","LILRB2","STK17A",1
"174934","ATXN10","STK17A",1
"174979","FCER1G","GNB2",0.706120416261761
"175010","FAM110A","GNB2",0.607096941610753
"175023","CFD","GNB2",1
"175042","AIF1","GNB2",0.753292623781461
"175051","FAM212A","GNB2",0.593879173534256
"175055","CTSS","GNB2",0.726851324769642
"175074","DAB2","GNB2",0.591891700402913
"175100","CD37","GNB2",0.681961566498258
"175107","FCGR3A","GNB2",1
"175120","ERV3-1","GNB2",0.632003561469087
"175121","FAM212B","GNB2",0.811935190653448
"175143","CEBPB","GNB2",1
"175164","BBC3","GNB2",1
"175172","AATK","GNB2",0.739697534506257
"175186","CTSC","GNB2",1
"175187","CORO1C","GNB2",0.63403120522948
"175188","EGLN3","GNB2",0.63403120522948
"175191","EIF3H","GNB2",0.64307552798906
"175192","BLOC1S1","GNB2",0.64307552798906
"175193","ERH","GNB2",0.64307552798906
"175194","FCGRT","GNB2",1
"175195","GNAZ","GNB2",1
"175207","EIF5","GNB2",1
"175244","FGR","GNB2",1
"175246","CHIC2","GNB2",1
"175249","FGL2","GNB2",1
"175251","FRMD3","GNB2",1
"175252","ADA","GNB2",1
"175254","ATP6V0B","GNB2",1
"175255","CYTIP","GNB2",1
"175263","AFAP1L2","GNB2",1
"175266","DNAJC15","GNB2",1
"175268","CD79B","GNB2",1
"175271","EFHD2","GNB2",1
"175273","CKS1B","GNB2",1
"175276","EIF4E2","GNB2",1
"175280","ANXA5","GNB2",1
"175282","ABRACL","GNB2",1
"175285","GIMAP7","GNB2",1
"175287","CFP","GNB2",1
"175292","DNAJA1","GNB2",1
"175296","FCN1","GNB2",1
"175297","GDI2","GNB2",1
"175302","FKBP2","GNB2",1
"175309","EPSTI1","GNB2",1
"175310","GMPR2","GNB2",1
"175311","CGRRF1","GNB2",1
"175313","EMC7","GNB2",1
"175318","DNAJC7","GNB2",1
"175319","ABI3","GNB2",1
"175320","ERGIC3","GNB2",1
"175323","C5AR1","GNB2",1
"175327","ATXN10","GNB2",1
"175372","FCER1G","GIMAP7",0.706120416261761
"175403","FAM110A","GIMAP7",0.607096941610753
"175416","CFD","GIMAP7",1
"175435","AIF1","GIMAP7",0.753292623781461
"175444","FAM212A","GIMAP7",0.593879173534256
"175448","CTSS","GIMAP7",0.726851324769642
"175467","DAB2","GIMAP7",0.591891700402913
"175493","CD37","GIMAP7",0.681961566498258
"175500","FCGR3A","GIMAP7",1
"175513","ERV3-1","GIMAP7",0.632003561469087
"175514","FAM212B","GIMAP7",0.811935190653448
"175536","CEBPB","GIMAP7",1
"175557","BBC3","GIMAP7",1
"175565","AATK","GIMAP7",0.739697534506257
"175579","CTSC","GIMAP7",1
"175580","CORO1C","GIMAP7",0.63403120522948
"175581","EGLN3","GIMAP7",0.63403120522948
"175584","EIF3H","GIMAP7",0.64307552798906
"175585","BLOC1S1","GIMAP7",0.64307552798906
"175586","ERH","GIMAP7",0.64307552798906
"175587","FCGRT","GIMAP7",1
"175600","EIF5","GIMAP7",1
"175637","FGR","GIMAP7",1
"175639","CHIC2","GIMAP7",1
"175642","FGL2","GIMAP7",1
"175644","FRMD3","GIMAP7",1
"175645","ADA","GIMAP7",1
"175647","ATP6V0B","GIMAP7",1
"175648","CYTIP","GIMAP7",1
"175656","AFAP1L2","GIMAP7",1
"175659","DNAJC15","GIMAP7",1
"175661","CD79B","GIMAP7",1
"175664","EFHD2","GIMAP7",1
"175666","CKS1B","GIMAP7",1
"175669","EIF4E2","GIMAP7",1
"175673","ANXA5","GIMAP7",1
"175675","ABRACL","GIMAP7",1
"175680","CFP","GIMAP7",1
"175685","DNAJA1","GIMAP7",1
"175689","FCN1","GIMAP7",1
"175690","GDI2","GIMAP7",1
"175695","FKBP2","GIMAP7",1
"175702","EPSTI1","GIMAP7",1
"175704","CGRRF1","GIMAP7",1
"175706","EMC7","GIMAP7",1
"175711","DNAJC7","GIMAP7",1
"175712","ABI3","GIMAP7",1
"175713","ERGIC3","GIMAP7",1
"175716","C5AR1","GIMAP7",1
"175720","ATXN10","GIMAP7",1
"175765","FCER1G","MID1IP1",0.706120416261761
"175795","LGALS1","MID1IP1",0.608895541477527
"175796","FAM110A","MID1IP1",0.607096941610753
"175804","IFITM2","MID1IP1",0.578684208860569
"175809","CFD","MID1IP1",1
"175828","AIF1","MID1IP1",0.753292623781461
"175837","FAM212A","MID1IP1",0.593879173534256
"175841","CTSS","MID1IP1",0.726851324769642
"175852","HLA-DRB1","MID1IP1",0.602283823122406
"175860","DAB2","MID1IP1",0.591891700402913
"175875","LST1","MID1IP1",1
"175886","CD37","MID1IP1",0.681961566498258
"175893","FCGR3A","MID1IP1",1
"175903","MAPK14","MID1IP1",1
"175906","ERV3-1","MID1IP1",0.632003561469087
"175907","FAM212B","MID1IP1",0.811935190653448
"175929","CEBPB","MID1IP1",1
"175950","BBC3","MID1IP1",1
"175958","AATK","MID1IP1",0.739697534506257
"175971","HLA-DPA1","MID1IP1",1
"175972","CTSC","MID1IP1",1
"175973","CORO1C","MID1IP1",0.63403120522948
"175974","EGLN3","MID1IP1",0.63403120522948
"175976","GP6","MID1IP1",0.63403120522948
"175977","EIF3H","MID1IP1",0.64307552798906
"175978","BLOC1S1","MID1IP1",0.64307552798906
"175979","ERH","MID1IP1",0.64307552798906
"175980","FCGRT","MID1IP1",1
"175981","GNAZ","MID1IP1",1
"175993","EIF5","MID1IP1",1
"176030","FGR","MID1IP1",1
"176032","CHIC2","MID1IP1",1
"176035","FGL2","MID1IP1",1
"176037","FRMD3","MID1IP1",1
"176038","ADA","MID1IP1",1
"176040","ATP6V0B","MID1IP1",1
"176041","CYTIP","MID1IP1",1
"176042","HLA-DRB5","MID1IP1",1
"176044","HBP1","MID1IP1",1
"176045","ITM2A","MID1IP1",1
"176047","KLF6","MID1IP1",1
"176048","KIF5B","MID1IP1",1
"176049","AFAP1L2","MID1IP1",1
"176052","DNAJC15","MID1IP1",1
"176054","CD79B","MID1IP1",1
"176057","EFHD2","MID1IP1",1
"176059","CKS1B","MID1IP1",1
"176062","EIF4E2","MID1IP1",1
"176063","KLHL6","MID1IP1",1
"176066","ANXA5","MID1IP1",1
"176067","H2AFY","MID1IP1",1
"176068","ABRACL","MID1IP1",1
"176070","GNB2","MID1IP1",1
"176071","GIMAP7","MID1IP1",1
"176073","CFP","MID1IP1",1
"176076","LYPLA1","MID1IP1",1
"176078","DNAJA1","MID1IP1",1
"176082","FCN1","MID1IP1",1
"176083","GDI2","MID1IP1",1
"176085","IFITM3","MID1IP1",1
"176088","FKBP2","MID1IP1",1
"176093","KCTD10","MID1IP1",1
"176094","HCAR3","MID1IP1",1
"176095","EPSTI1","MID1IP1",1
"176096","GMPR2","MID1IP1",1
"176097","CGRRF1","MID1IP1",1
"176099","EMC7","MID1IP1",1
"176104","DNAJC7","MID1IP1",1
"176105","ABI3","MID1IP1",1
"176106","ERGIC3","MID1IP1",1
"176107","MAFB","MID1IP1",1
"176109","C5AR1","MID1IP1",1
"176110","LILRB2","MID1IP1",1
"176113","ATXN10","MID1IP1",1
"176202","CFD","CFP",1
"176221","AIF1","CFP",0.753292623781461
"176279","CD37","CFP",0.681961566498258
"176322","CEBPB","CFP",1
"176343","BBC3","CFP",1
"176351","AATK","CFP",0.739697534506257
"176371","BLOC1S1","CFP",0.64307552798906
"176431","ADA","CFP",1
"176433","ATP6V0B","CFP",1
"176442","AFAP1L2","CFP",1
"176447","CD79B","CFP",1
"176459","ANXA5","CFP",1
"176461","ABRACL","CFP",1
"176498","ABI3","CFP",1
"176502","C5AR1","CFP",1
"176506","ATXN10","CFP",1
"176551","FCER1G","RBM3",0.706120416261761
"176572","PRUNE","RBM3",0.77221252377665
"176581","LGALS1","RBM3",0.608895541477527
"176582","FAM110A","RBM3",0.607096941610753
"176588","NFE2","RBM3",0.651251068477955
"176590","IFITM2","RBM3",0.578684208860569
"176595","CFD","RBM3",1
"176614","AIF1","RBM3",0.753292623781461
"176623","FAM212A","RBM3",0.593879173534256
"176627","CTSS","RBM3",0.726851324769642
"176638","HLA-DRB1","RBM3",0.602283823122406
"176646","DAB2","RBM3",0.591891700402913
"176661","LST1","RBM3",1
"176672","CD37","RBM3",0.681961566498258
"176679","FCGR3A","RBM3",1
"176689","MAPK14","RBM3",1
"176692","ERV3-1","RBM3",0.632003561469087
"176693","FAM212B","RBM3",0.811935190653448
"176715","CEBPB","RBM3",1
"176736","BBC3","RBM3",1
"176743","NDNL2","RBM3",0.739697534506257
"176744","AATK","RBM3",0.739697534506257
"176757","HLA-DPA1","RBM3",1
"176758","CTSC","RBM3",1
"176759","CORO1C","RBM3",0.63403120522948
"176760","EGLN3","RBM3",0.63403120522948
"176761","PPM1N","RBM3",0.63403120522948
"176762","GP6","RBM3",0.63403120522948
"176763","EIF3H","RBM3",0.64307552798906
"176764","BLOC1S1","RBM3",0.64307552798906
"176765","ERH","RBM3",0.64307552798906
"176766","FCGRT","RBM3",1
"176767","GNAZ","RBM3",1
"176779","EIF5","RBM3",1
"176816","FGR","RBM3",1
"176818","CHIC2","RBM3",1
"176821","FGL2","RBM3",1
"176823","FRMD3","RBM3",1
"176824","ADA","RBM3",1
"176825","POU2F2","RBM3",1
"176826","ATP6V0B","RBM3",1
"176827","CYTIP","RBM3",1
"176828","HLA-DRB5","RBM3",1
"176830","HBP1","RBM3",1
"176831","ITM2A","RBM3",1
"176833","KLF6","RBM3",1
"176834","KIF5B","RBM3",1
"176835","AFAP1L2","RBM3",1
"176837","MS4A7","RBM3",1
"176838","DNAJC15","RBM3",1
"176840","CD79B","RBM3",1
"176843","EFHD2","RBM3",1
"176844","PTAFR","RBM3",1
"176845","CKS1B","RBM3",1
"176848","EIF4E2","RBM3",1
"176849","KLHL6","RBM3",1
"176850","PARL","RBM3",1
"176851","NAAA","RBM3",1
"176852","ANXA5","RBM3",1
"176853","H2AFY","RBM3",1
"176854","ABRACL","RBM3",1
"176856","GNB2","RBM3",1
"176857","GIMAP7","RBM3",1
"176858","MID1IP1","RBM3",1
"176859","CFP","RBM3",1
"176861","NONO","RBM3",1
"176862","LYPLA1","RBM3",1
"176863","NDUFB6","RBM3",1
"176864","DNAJA1","RBM3",1
"176865","PPP6C","RBM3",1
"176868","FCN1","RBM3",1
"176869","GDI2","RBM3",1
"176870","PRPF18","RBM3",1
"176871","IFITM3","RBM3",1
"176874","FKBP2","RBM3",1
"176875","PICALM","RBM3",1
"176879","KCTD10","RBM3",1
"176880","HCAR3","RBM3",1
"176881","EPSTI1","RBM3",1
"176882","GMPR2","RBM3",1
"176883","CGRRF1","RBM3",1
"176885","EMC7","RBM3",1
"176886","MRPL28","RBM3",1
"176888","PYCARD","RBM3",1
"176890","DNAJC7","RBM3",1
"176891","ABI3","RBM3",1
"176892","ERGIC3","RBM3",1
"176893","MAFB","RBM3",1
"176895","C5AR1","RBM3",1
"176896","LILRB2","RBM3",1
"176899","ATXN10","RBM3",1
"176944","FCER1G","NONO",0.706120416261761
"176974","LGALS1","NONO",0.608895541477527
"176975","FAM110A","NONO",0.607096941610753
"176981","NFE2","NONO",0.651251068477955
"176983","IFITM2","NONO",0.578684208860569
"176988","CFD","NONO",1
"177007","AIF1","NONO",0.753292623781461
"177016","FAM212A","NONO",0.593879173534256
"177020","CTSS","NONO",0.726851324769642
"177031","HLA-DRB1","NONO",0.602283823122406
"177039","DAB2","NONO",0.591891700402913
"177054","LST1","NONO",1
"177065","CD37","NONO",0.681961566498258
"177072","FCGR3A","NONO",1
"177082","MAPK14","NONO",1
"177085","ERV3-1","NONO",0.632003561469087
"177086","FAM212B","NONO",0.811935190653448
"177108","CEBPB","NONO",1
"177129","BBC3","NONO",1
"177136","NDNL2","NONO",0.739697534506257
"177137","AATK","NONO",0.739697534506257
"177150","HLA-DPA1","NONO",1
"177151","CTSC","NONO",1
"177152","CORO1C","NONO",0.63403120522948
"177153","EGLN3","NONO",0.63403120522948
"177155","GP6","NONO",0.63403120522948
"177156","EIF3H","NONO",0.64307552798906
"177157","BLOC1S1","NONO",0.64307552798906
"177158","ERH","NONO",0.64307552798906
"177159","FCGRT","NONO",1
"177160","GNAZ","NONO",1
"177172","EIF5","NONO",1
"177209","FGR","NONO",1
"177211","CHIC2","NONO",1
"177214","FGL2","NONO",1
"177216","FRMD3","NONO",1
"177217","ADA","NONO",1
"177219","ATP6V0B","NONO",1
"177220","CYTIP","NONO",1
"177221","HLA-DRB5","NONO",1
"177223","HBP1","NONO",1
"177224","ITM2A","NONO",1
"177226","KLF6","NONO",1
"177227","KIF5B","NONO",1
"177228","AFAP1L2","NONO",1
"177230","MS4A7","NONO",1
"177231","DNAJC15","NONO",1
"177233","CD79B","NONO",1
"177236","EFHD2","NONO",1
"177238","CKS1B","NONO",1
"177241","EIF4E2","NONO",1
"177242","KLHL6","NONO",1
"177244","NAAA","NONO",1
"177245","ANXA5","NONO",1
"177246","H2AFY","NONO",1
"177247","ABRACL","NONO",1
"177249","GNB2","NONO",1
"177250","GIMAP7","NONO",1
"177251","MID1IP1","NONO",1
"177252","CFP","NONO",1
"177255","LYPLA1","NONO",1
"177256","NDUFB6","NONO",1
"177257","DNAJA1","NONO",1
"177261","FCN1","NONO",1
"177262","GDI2","NONO",1
"177264","IFITM3","NONO",1
"177267","FKBP2","NONO",1
"177272","KCTD10","NONO",1
"177273","HCAR3","NONO",1
"177274","EPSTI1","NONO",1
"177275","GMPR2","NONO",1
"177276","CGRRF1","NONO",1
"177278","EMC7","NONO",1
"177279","MRPL28","NONO",1
"177283","DNAJC7","NONO",1
"177284","ABI3","NONO",1
"177285","ERGIC3","NONO",1
"177286","MAFB","NONO",1
"177288","C5AR1","NONO",1
"177289","LILRB2","NONO",1
"177292","ATXN10","NONO",1
"177337","FCER1G","LYPLA1",0.706120416261761
"177367","LGALS1","LYPLA1",0.608895541477527
"177368","FAM110A","LYPLA1",0.607096941610753
"177376","IFITM2","LYPLA1",0.578684208860569
"177381","CFD","LYPLA1",1
"177400","AIF1","LYPLA1",0.753292623781461
"177409","FAM212A","LYPLA1",0.593879173534256
"177413","CTSS","LYPLA1",0.726851324769642
"177424","HLA-DRB1","LYPLA1",0.602283823122406
"177432","DAB2","LYPLA1",0.591891700402913
"177447","LST1","LYPLA1",1
"177458","CD37","LYPLA1",0.681961566498258
"177465","FCGR3A","LYPLA1",1
"177478","ERV3-1","LYPLA1",0.632003561469087
"177479","FAM212B","LYPLA1",0.811935190653448
"177501","CEBPB","LYPLA1",1
"177522","BBC3","LYPLA1",1
"177530","AATK","LYPLA1",0.739697534506257
"177543","HLA-DPA1","LYPLA1",1
"177544","CTSC","LYPLA1",1
"177545","CORO1C","LYPLA1",0.63403120522948
"177546","EGLN3","LYPLA1",0.63403120522948
"177548","GP6","LYPLA1",0.63403120522948
"177549","EIF3H","LYPLA1",0.64307552798906
"177550","BLOC1S1","LYPLA1",0.64307552798906
"177551","ERH","LYPLA1",0.64307552798906
"177552","FCGRT","LYPLA1",1
"177553","GNAZ","LYPLA1",1
"177565","EIF5","LYPLA1",1
"177602","FGR","LYPLA1",1
"177604","CHIC2","LYPLA1",1
"177607","FGL2","LYPLA1",1
"177609","FRMD3","LYPLA1",1
"177610","ADA","LYPLA1",1
"177612","ATP6V0B","LYPLA1",1
"177613","CYTIP","LYPLA1",1
"177614","HLA-DRB5","LYPLA1",1
"177616","HBP1","LYPLA1",1
"177617","ITM2A","LYPLA1",1
"177619","KLF6","LYPLA1",1
"177620","KIF5B","LYPLA1",1
"177621","AFAP1L2","LYPLA1",1
"177624","DNAJC15","LYPLA1",1
"177626","CD79B","LYPLA1",1
"177629","EFHD2","LYPLA1",1
"177631","CKS1B","LYPLA1",1
"177634","EIF4E2","LYPLA1",1
"177635","KLHL6","LYPLA1",1
"177638","ANXA5","LYPLA1",1
"177639","H2AFY","LYPLA1",1
"177640","ABRACL","LYPLA1",1
"177642","GNB2","LYPLA1",1
"177643","GIMAP7","LYPLA1",1
"177645","CFP","LYPLA1",1
"177650","DNAJA1","LYPLA1",1
"177654","FCN1","LYPLA1",1
"177655","GDI2","LYPLA1",1
"177657","IFITM3","LYPLA1",1
"177660","FKBP2","LYPLA1",1
"177665","KCTD10","LYPLA1",1
"177666","HCAR3","LYPLA1",1
"177667","EPSTI1","LYPLA1",1
"177668","GMPR2","LYPLA1",1
"177669","CGRRF1","LYPLA1",1
"177671","EMC7","LYPLA1",1
"177676","DNAJC7","LYPLA1",1
"177677","ABI3","LYPLA1",1
"177678","ERGIC3","LYPLA1",1
"177681","C5AR1","LYPLA1",1
"177682","LILRB2","LYPLA1",1
"177685","ATXN10","LYPLA1",1
"177730","FCER1G","NDUFB6",0.706120416261761
"177760","LGALS1","NDUFB6",0.608895541477527
"177761","FAM110A","NDUFB6",0.607096941610753
"177769","IFITM2","NDUFB6",0.578684208860569
"177774","CFD","NDUFB6",1
"177793","AIF1","NDUFB6",0.753292623781461
"177802","FAM212A","NDUFB6",0.593879173534256
"177806","CTSS","NDUFB6",0.726851324769642
"177817","HLA-DRB1","NDUFB6",0.602283823122406
"177825","DAB2","NDUFB6",0.591891700402913
"177840","LST1","NDUFB6",1
"177851","CD37","NDUFB6",0.681961566498258
"177858","FCGR3A","NDUFB6",1
"177868","MAPK14","NDUFB6",1
"177871","ERV3-1","NDUFB6",0.632003561469087
"177872","FAM212B","NDUFB6",0.811935190653448
"177894","CEBPB","NDUFB6",1
"177915","BBC3","NDUFB6",1
"177922","NDNL2","NDUFB6",0.739697534506257
"177923","AATK","NDUFB6",0.739697534506257
"177936","HLA-DPA1","NDUFB6",1
"177937","CTSC","NDUFB6",1
"177938","CORO1C","NDUFB6",0.63403120522948
"177939","EGLN3","NDUFB6",0.63403120522948
"177941","GP6","NDUFB6",0.63403120522948
"177942","EIF3H","NDUFB6",0.64307552798906
"177943","BLOC1S1","NDUFB6",0.64307552798906
"177944","ERH","NDUFB6",0.64307552798906
"177945","FCGRT","NDUFB6",1
"177946","GNAZ","NDUFB6",1
"177958","EIF5","NDUFB6",1
"177995","FGR","NDUFB6",1
"177997","CHIC2","NDUFB6",1
"178000","FGL2","NDUFB6",1
"178002","FRMD3","NDUFB6",1
"178003","ADA","NDUFB6",1
"178005","ATP6V0B","NDUFB6",1
"178006","CYTIP","NDUFB6",1
"178007","HLA-DRB5","NDUFB6",1
"178009","HBP1","NDUFB6",1
"178010","ITM2A","NDUFB6",1
"178012","KLF6","NDUFB6",1
"178013","KIF5B","NDUFB6",1
"178014","AFAP1L2","NDUFB6",1
"178016","MS4A7","NDUFB6",1
"178017","DNAJC15","NDUFB6",1
"178019","CD79B","NDUFB6",1
"178022","EFHD2","NDUFB6",1
"178024","CKS1B","NDUFB6",1
"178027","EIF4E2","NDUFB6",1
"178028","KLHL6","NDUFB6",1
"178030","NAAA","NDUFB6",1
"178031","ANXA5","NDUFB6",1
"178032","H2AFY","NDUFB6",1
"178033","ABRACL","NDUFB6",1
"178035","GNB2","NDUFB6",1
"178036","GIMAP7","NDUFB6",1
"178037","MID1IP1","NDUFB6",1
"178038","CFP","NDUFB6",1
"178041","LYPLA1","NDUFB6",1
"178043","DNAJA1","NDUFB6",1
"178047","FCN1","NDUFB6",1
"178048","GDI2","NDUFB6",1
"178050","IFITM3","NDUFB6",1
"178053","FKBP2","NDUFB6",1
"178058","KCTD10","NDUFB6",1
"178059","HCAR3","NDUFB6",1
"178060","EPSTI1","NDUFB6",1
"178061","GMPR2","NDUFB6",1
"178062","CGRRF1","NDUFB6",1
"178064","EMC7","NDUFB6",1
"178065","MRPL28","NDUFB6",1
"178069","DNAJC7","NDUFB6",1
"178070","ABI3","NDUFB6",1
"178071","ERGIC3","NDUFB6",1
"178072","MAFB","NDUFB6",1
"178074","C5AR1","NDUFB6",1
"178075","LILRB2","NDUFB6",1
"178078","ATXN10","NDUFB6",1
"178167","CFD","DNAJA1",1
"178186","AIF1","DNAJA1",0.753292623781461
"178199","CTSS","DNAJA1",0.726851324769642
"178218","DAB2","DNAJA1",0.591891700402913
"178244","CD37","DNAJA1",0.681961566498258
"178287","CEBPB","DNAJA1",1
"178308","BBC3","DNAJA1",1
"178316","AATK","DNAJA1",0.739697534506257
"178330","CTSC","DNAJA1",1
"178331","CORO1C","DNAJA1",0.63403120522948
"178336","BLOC1S1","DNAJA1",0.64307552798906
"178390","CHIC2","DNAJA1",1
"178396","ADA","DNAJA1",1
"178398","ATP6V0B","DNAJA1",1
"178399","CYTIP","DNAJA1",1
"178407","AFAP1L2","DNAJA1",1
"178412","CD79B","DNAJA1",1
"178417","CKS1B","DNAJA1",1
